tave,pr,wind_speed,rh,solar_rad
26.69,0.0,0.63,81.19,247.77
26.74,5.53,0.66,81.96,211.29
26.9,8.29,0.48,82.64,198.06
26.56,10.63,0.34,82.25,184.63
26.86,3.54,1.23,81.42,145.06
27.23,0.0,1.16,78.56,201.07
26.92,10.63,0.82,77.72,153.06
26.75,24.81,0.63,80.2,103.58
26.76,27.83,1.49,80.5,135.23
26.5,0.0,2.89,83.96,180.89
26.75,4.64,1.5,84.5,164.15
26.23,4.64,0.36,84.64,194.8
25.91,0.0,0.37,83.47,135.3
26.81,0.0,0.93,81.32,235.6
27.19,0.0,0.51,80.99,200.35
27.22,45.03,0.45,81.19,279.93
26.65,22.51,0.24,82.94,186.94
26.45,0.0,1.33,80.79,130.07
27.1,0.0,0.33,78.19,203.83
27.28,0.0,1.32,79.0,238.51
26.78,0.0,2.5,81.66,217.83
26.91,0.0,2.58,82.42,235.06
27.04,12.76,1.31,83.15,202.13
27.46,0.0,1.35,80.94,221.65
27.25,0.0,2.08,83.5,254.56
26.71,0.0,1.45,86.11,231.73
26.87,0.0,0.71,85.74,219.17
27.03,11.39,1.33,84.37,252.59
26.18,11.39,0.92,87.16,150.75
26.16,14.76,0.3,85.31,149.26
26.47,0.0,0.65,82.88,215.8
26.19,4.92,1.43,84.46,186.1
26.15,9.84,1.38,85.88,201.06
26.29,4.92,1.32,86.48,236.17
26.29,7.84,1.74,86.49,236.13
26.02,7.84,1.66,89.1,173.67
26.27,0.0,2.18,86.53,193.5
26.2,0.0,1.3,85.38,187.01
26.5,0.0,0.43,84.36,247.05
26.96,10.14,0.46,81.33,245.48
26.14,10.14,0.83,86.13,212.47
26.35,10.14,0.24,82.41,229.03
26.25,5.07,0.41,82.25,229.51
25.92,5.07,0.1,84.6,232.72
25.78,18.51,0.58,84.28,172.97
26.27,0.0,1.68,85.28,168.88
26.63,0.0,2.66,82.16,202.76
26.97,0.0,1.03,82.35,280.57
27.19,9.25,0.79,81.01,196.51
27.55,18.51,0.37,76.94,266.13
27.15,19.59,0.81,78.13,204.9
26.62,0.0,1.68,82.87,242.12
26.06,4.9,1.29,88.78,210.28
26.17,0.0,0.71,83.84,184.81
26.59,4.9,0.54,83.2,190.37
26.98,17.51,0.15,81.41,227.01
27.0,4.38,0.42,79.02,188.22
26.82,4.38,1.02,79.34,160.91
26.55,13.13,1.64,84.75,250.9
26.29,8.76,0.7,84.79,186.48
26.76,24.99,0.15,82.86,186.58
26.07,18.74,0.76,85.67,218.13
26.16,12.49,0.23,83.87,214.81
26.83,12.49,1.22,80.08,240.79
26.58,0.0,0.62,82.88,186.19
26.83,8.73,0.57,82.17,227.54
26.79,0.0,1.47,82.43,208.21
27.25,0.0,1.36,79.24,191.67
26.74,0.0,1.87,82.9,123.27
26.44,21.82,1.08,85.76,218.69
26.45,19.54,0.46,82.25,223.98
26.96,9.77,0.48,81.26,235.65
26.93,11.16,0.63,82.18,236.93
26.91,9.77,0.39,81.78,232.24
27.27,0.0,0.16,79.73,239.98
27.57,0.0,0.29,79.01,263.08
27.71,5.55,0.79,79.98,235.42
27.82,11.09,0.73,75.45,228.64
27.74,16.64,0.31,76.71,170.78
27.65,22.18,0.16,77.06,209.48
27.16,10.43,0.31,80.38,165.5
26.56,10.43,0.52,85.08,191.6
26.62,6.95,0.66,85.5,159.09
26.39,3.48,0.98,84.96,174.83
26.83,0.0,1.68,84.08,249.1
26.9,12.79,1.1,84.41,240.0
26.66,0.0,0.77,83.24,222.62
26.23,12.79,1.02,84.97,179.95
26.3,0.0,1.01,84.08,208.99
26.2,25.58,0.78,82.18,217.11
26.59,9.46,0.25,81.99,234.25
26.16,9.46,0.23,84.68,212.55
26.78,9.46,0.43,81.54,219.02
26.7,4.73,0.9,83.37,215.19
27.32,14.18,1.0,80.53,178.95
27.65,0.0,0.63,75.44,223.41
27.28,10.96,0.62,77.93,209.39
26.96,0.0,1.3,77.02,136.66
27.26,10.96,1.06,75.19,222.75
27.64,0.0,0.49,74.7,205.01
28.06,0.0,0.57,70.93,232.14
28.23,7.12,0.61,69.22,212.62
27.47,0.0,0.45,74.92,126.11
27.62,7.12,0.18,73.82,241.54
27.06,7.12,0.31,81.68,212.95
26.66,0.0,0.71,80.72,208.73
26.79,9.43,1.32,78.37,230.42
27.05,18.86,1.0,78.54,241.59
27.51,9.43,1.12,77.0,231.57
27.27,0.0,0.04,79.95,248.6
27.05,0.0,1.55,83.26,249.01
27.03,0.0,1.44,83.82,245.88
26.86,4.85,0.64,85.64,238.58
26.59,4.85,1.65,83.1,178.42
26.95,4.85,0.36,79.99,206.3
26.82,0.0,0.97,80.96,231.69
26.95,5.53,0.52,81.21,223.27
26.87,5.53,0.64,83.22,180.7
26.88,5.53,1.36,79.85,211.4
27.12,11.06,1.08,77.91,181.32
27.14,5.53,0.34,80.03,218.65
27.48,4.54,1.51,80.27,209.82
27.53,4.54,3.01,75.76,207.53
27.0,13.61,2.22,78.54,140.9
27.3,0.0,1.76,82.99,240.87
27.12,0.0,1.72,86.93,235.64
27.04,0.0,1.11,85.71,222.59
26.59,0.0,1.07,83.4,214.78
27.3,0.0,1.64,77.21,241.67
26.93,20.89,1.04,82.01,239.12
27.37,0.0,0.81,81.23,241.29
27.45,0.0,0.81,82.58,226.34
27.24,0.0,0.55,81.71,229.94
27.31,0.0,1.67,80.05,219.71
27.69,0.0,1.95,77.05,226.35
27.42,10.2,1.87,76.24,221.83
27.83,0.0,0.79,72.33,252.52
27.43,8.53,0.78,77.11,242.04
27.4,0.0,0.47,76.32,243.0
27.2,0.0,0.49,75.58,264.78
27.08,0.0,0.6,74.44,239.71
27.13,0.0,2.41,73.27,231.61
26.77,14.12,3.58,72.96,182.71
26.81,0.0,3.93,69.31,209.49
26.6,0.0,3.46,69.99,206.85
26.38,10.59,3.21,77.98,179.17
25.74,12.08,2.71,83.36,117.54
26.2,0.0,2.76,81.04,211.32
26.21,0.0,3.63,79.58,193.19
26.18,0.0,3.14,81.88,182.85
26.3,0.0,3.71,81.7,189.94
26.34,0.0,0.77,83.55,159.24
26.33,3.9,0.65,84.39,172.47
26.6,11.7,1.88,83.48,148.93
26.29,3.9,1.91,83.75,136.83
26.76,3.9,1.54,82.53,189.95
26.22,24.05,2.56,84.69,161.68
25.72,24.05,4.09,84.51,74.38
25.68,33.67,3.72,85.64,111.36
24.73,19.24,4.7,88.07,34.96
25.66,19.24,3.93,84.95,133.95
24.66,26.19,4.52,87.94,57.51
25.07,11.22,4.48,84.61,123.42
25.45,7.48,5.16,80.83,97.17
25.35,7.48,4.26,82.4,113.94
26.11,0.0,2.72,77.47,226.9
26.0,0.0,0.71,78.02,213.29
26.21,0.0,0.64,82.66,203.78
25.76,0.0,0.93,89.26,202.94
25.94,0.0,1.9,82.85,205.51
26.12,15.93,2.48,83.36,195.0
26.33,0.0,2.64,81.16,224.48
25.95,9.41,3.77,83.42,179.66
26.17,0.0,4.37,77.8,201.37
25.86,0.0,3.73,77.38,165.96
25.77,0.0,3.04,82.38,190.9
26.26,4.71,1.98,81.96,216.53
26.5,0.0,1.6,79.82,236.31
26.23,0.0,2.45,81.56,203.03
26.08,0.0,3.95,77.9,237.38
25.9,0.0,4.97,72.77,244.35
25.68,0.0,2.78,80.72,169.25
26.3,0.0,3.4,76.14,207.73
26.27,0.0,2.56,76.52,190.42
25.83,0.0,2.07,81.4,186.74
26.13,0.0,2.15,79.63,226.89
26.43,0.0,2.12,74.24,249.27
26.47,0.0,1.01,80.18,192.54
26.62,0.0,0.49,83.04,208.23
26.58,0.0,0.79,82.86,200.82
26.89,0.0,1.27,80.21,227.83
26.72,0.0,1.01,80.96,223.79
26.27,0.0,0.83,83.5,184.05
25.73,8.93,1.27,83.9,153.31
26.32,0.0,1.6,81.01,180.49
26.66,0.0,1.36,82.22,220.92
26.4,0.0,1.85,82.23,195.54
26.02,13.63,2.47,81.42,147.99
26.32,0.0,1.71,80.98,161.77
26.64,13.63,2.24,80.72,206.8
26.65,0.0,1.57,80.86,237.43
26.6,0.0,2.89,75.74,196.05
26.49,0.0,3.56,78.31,177.51
26.41,0.0,2.1,76.12,245.09
26.78,0.0,1.91,75.32,251.7
26.99,0.0,2.54,74.37,222.16
26.96,0.0,3.08,73.64,242.21
26.84,13.64,3.77,74.27,232.12
25.16,7.34,2.88,79.96,101.49
25.81,0.0,3.44,80.37,129.9
25.92,7.34,2.78,79.35,226.89
25.39,14.68,3.3,85.16,149.0
25.52,3.67,4.29,82.09,192.01
25.43,35.6,4.81,83.39,144.82
24.72,20.34,4.92,86.28,61.04
25.72,0.0,4.36,80.5,166.0
26.27,0.0,4.09,75.46,230.57
26.07,0.0,4.54,70.83,253.52
25.54,0.0,5.2,70.68,263.3
25.87,0.0,3.13,68.33,277.83
26.41,0.0,2.08,71.98,262.05
26.86,0.0,0.75,77.92,286.17
26.97,0.0,1.03,81.1,257.91
26.21,20.54,1.35,83.48,141.21
26.3,15.41,1.42,82.16,123.31
26.56,0.0,1.28,85.8,241.6
26.79,0.0,1.09,86.16,237.06
26.73,0.0,0.93,85.1,233.85
26.66,2.36,0.86,82.53,249.49
26.52,2.36,1.09,82.57,190.77
26.83,0.0,0.86,81.28,242.29
26.27,2.36,0.7,83.31,163.19
27.1,0.0,1.0,79.03,264.84
27.37,0.0,0.78,78.48,270.24
27.51,0.0,1.5,75.33,247.66
27.12,0.0,3.05,78.81,173.61
26.11,16.41,3.67,81.53,137.75
25.42,25.68,1.12,86.81,106.05
26.59,0.0,2.76,78.8,230.43
25.86,25.68,4.88,80.86,168.7
26.36,0.0,2.31,77.66,232.33
26.74,0.0,2.01,79.45,250.97
26.94,0.0,1.34,78.88,252.68
27.21,0.0,2.5,72.62,272.25
27.14,2.37,2.4,71.18,213.02
27.46,0.0,2.73,70.31,248.57
27.37,2.37,2.58,73.11,214.11
27.52,0.0,3.79,68.13,197.49
27.15,6.82,4.47,70.02,218.46
27.35,0.0,3.83,71.03,221.34
27.4,0.0,0.49,74.92,236.1
28.15,0.0,0.94,76.2,292.65
28.33,4.82,0.64,75.7,273.14
27.27,0.0,0.97,83.19,259.99
27.1,0.0,0.48,84.13,242.04
27.22,4.82,0.77,82.63,258.33
27.46,4.82,0.77,80.49,273.75
27.13,6.54,0.97,83.28,231.28
27.49,0.0,0.94,80.83,269.89
27.38,6.54,0.84,81.43,242.94
27.46,6.54,0.69,80.93,276.57
27.77,0.0,0.91,80.36,277.6
27.52,0.0,0.52,80.29,285.32
27.82,0.0,2.42,73.88,279.55
27.33,0.0,1.55,72.43,272.22
27.61,0.0,1.11,75.48,288.76
27.69,0.0,1.06,75.83,244.82
27.74,0.0,0.69,75.65,263.75
27.54,0.0,1.27,76.47,255.65
27.95,0.0,1.13,74.05,281.99
28.35,0.0,1.22,72.67,285.29
28.58,10.45,0.95,72.03,280.08
28.52,0.0,1.07,74.85,280.95
28.8,0.0,1.44,76.46,271.67
29.32,0.0,0.92,69.58,278.04
29.2,0.0,1.5,70.81,306.35
29.09,0.0,1.33,73.81,303.05
28.33,8.46,1.3,78.29,268.55
27.34,38.01,1.35,82.63,258.7
27.03,19.01,0.84,83.25,256.35
26.77,0.0,1.24,84.85,220.74
27.22,0.0,1.23,80.98,236.38
27.31,0.0,0.86,81.7,241.66
27.31,0.0,0.56,79.0,268.52
27.21,0.0,0.5,77.02,265.47
27.34,0.0,0.86,77.83,233.64
27.7,0.0,1.07,76.86,256.6
27.76,9.97,0.9,77.01,268.98
27.44,9.67,1.97,76.52,216.18
27.31,0.0,0.71,79.35,231.67
27.7,0.0,1.29,77.26,236.42
27.88,9.67,2.1,76.42,239.42
27.1,29.01,0.73,80.84,202.48
27.0,22.28,0.73,80.71,214.26
27.06,7.43,2.25,79.92,211.38
27.19,7.43,2.25,79.56,205.05
27.17,7.43,1.4,80.68,152.2
27.37,7.43,0.77,80.42,207.08
27.27,4.92,0.84,81.91,230.01
27.08,14.76,0.79,82.24,184.48
26.84,9.84,0.24,84.19,157.82
26.73,19.68,0.55,82.95,124.71
26.91,24.6,0.43,82.52,160.72
25.81,35.29,2.16,86.41,66.84
26.54,0.0,0.86,74.2,132.29
27.28,0.0,0.66,76.76,174.71
27.95,8.82,1.19,75.02,228.6
27.63,8.82,0.86,77.23,219.19
27.59,8.55,1.67,78.91,142.73
27.63,34.21,2.89,79.91,221.51
26.72,0.0,2.77,85.76,231.85
27.04,0.0,2.23,83.58,268.05
26.94,0.0,2.13,86.89,228.51
27.36,0.0,1.92,83.0,245.07
27.11,21.74,2.12,85.95,249.95
27.17,0.0,1.97,82.7,249.48
27.44,0.0,2.08,80.62,260.33
27.01,0.0,1.38,82.56,244.57
27.12,11.4,1.13,78.54,230.04
27.43,0.0,2.12,76.69,247.98
27.26,0.0,0.9,78.64,223.14
26.68,22.81,0.55,81.35,216.61
26.32,11.4,0.92,82.4,216.93
25.57,11.4,1.33,88.28,158.29
26.09,24.99,1.6,84.87,165.53
26.29,24.99,2.04,85.23,201.16
26.53,0.0,1.11,81.88,224.64
27.33,0.0,0.37,78.39,240.31
27.29,0.0,1.43,79.97,270.63
27.4,10.76,0.89,81.76,256.37
26.93,5.38,0.53,82.87,231.32
26.96,10.76,0.87,81.27,230.2
26.86,5.38,0.9,82.07,196.94
26.93,16.14,0.82,82.1,205.25
26.8,27.65,0.62,82.86,242.29
26.66,20.74,0.42,84.78,239.55
26.66,13.83,0.44,84.12,223.23
27.16,0.0,0.79,80.73,201.14
27.03,13.83,0.3,78.6,170.34
26.82,0.0,0.89,78.23,134.05
27.21,0.0,0.51,76.97,192.65
27.05,0.0,1.31,76.82,195.34
27.36,0.0,1.7,76.51,202.42
27.79,0.0,0.65,76.23,240.18
27.27,19.96,0.58,80.4,209.01
27.22,0.0,0.57,77.99,208.31
26.65,9.98,0.61,80.82,163.94
27.27,0.0,0.59,75.08,222.09
27.92,0.0,0.56,73.89,251.45
28.04,0.0,0.43,72.1,264.85
27.93,0.0,1.27,72.41,229.07
27.71,0.0,2.04,73.88,222.17
27.78,0.0,2.95,73.71,254.15
27.71,0.0,4.22,76.73,257.12
27.27,0.0,3.82,80.16,257.26
27.33,0.0,3.02,80.3,260.7
26.75,0.0,3.15,83.24,239.37
26.64,3.47,2.31,83.59,240.82
26.45,0.0,2.0,83.6,206.87
26.82,0.0,1.28,78.3,255.43
26.87,0.0,1.33,78.78,238.14
26.86,0.0,1.17,81.2,224.35
26.23,7.23,1.48,81.96,204.59
26.46,7.23,1.32,81.36,237.64
26.22,10.79,0.84,82.24,222.91
26.3,10.79,0.71,80.89,180.49
26.32,5.39,0.38,81.46,173.79
26.03,5.39,0.57,82.79,210.2
26.21,0.0,0.11,82.24,213.85
26.36,0.0,0.32,81.96,235.34
25.94,0.0,0.23,84.93,193.64
25.37,27.49,1.24,86.54,123.14
25.8,18.33,0.81,83.87,150.8
26.09,0.0,0.53,82.36,182.39
25.98,0.0,1.01,85.34,236.22
26.52,20.59,0.81,81.22,234.13
26.26,3.43,0.97,84.03,174.33
26.36,3.43,1.11,82.79,184.74
26.27,3.43,1.8,82.65,211.48
26.31,7.8,1.69,82.28,152.9
26.02,7.8,0.24,86.08,212.51
25.93,3.9,0.31,85.07,157.1
26.01,3.9,1.67,85.75,202.4
26.98,15.61,0.63,80.29,239.26
26.68,7.8,0.59,82.34,156.04
26.99,14.36,1.1,78.81,210.12
26.1,0.0,0.78,82.07,109.44
26.53,4.79,0.97,78.72,126.01
27.07,0.0,0.64,77.09,169.68
27.26,0.0,1.85,80.57,241.32
27.2,1.8,1.11,78.58,162.08
27.57,1.8,0.83,75.22,198.0
27.45,0.0,1.27,76.66,224.46
27.42,0.0,1.73,76.32,252.89
27.65,0.0,1.9,74.01,227.25
27.41,0.0,2.91,76.35,223.78
27.5,0.0,2.1,76.38,261.68
27.77,0.0,1.53,75.39,250.25
27.67,6.21,1.01,74.9,188.72
27.26,0.0,1.3,74.81,231.81
27.47,0.0,2.98,74.59,172.44
27.31,4.28,3.95,76.82,211.85
27.01,8.57,2.41,79.49,241.72
26.9,4.28,0.69,79.9,206.39
27.04,4.28,0.3,78.35,214.53
27.3,0.0,1.22,77.64,248.59
27.22,3.77,2.45,80.79,240.21
27.49,0.0,2.08,79.51,267.07
27.23,0.0,3.01,81.52,269.51
27.24,0.0,3.05,80.05,270.67
27.11,0.0,3.42,80.14,252.61
26.85,4.94,3.69,83.33,269.77
27.03,0.0,3.16,81.24,243.27
27.35,0.0,2.79,80.26,262.54
27.26,0.0,1.48,80.15,281.5
26.95,2.47,1.25,81.83,253.41
27.17,0.0,2.45,79.85,272.75
27.26,0.0,1.85,81.2,246.32
26.95,22.1,1.96,81.99,249.67
26.81,0.0,2.24,82.06,252.79
26.6,11.05,2.46,81.26,263.02
26.44,4.94,2.6,82.64,211.08
26.13,4.94,2.4,83.29,225.81
25.89,0.0,1.98,83.55,216.37
25.77,4.94,1.52,82.25,207.71
25.99,9.87,1.51,83.41,183.97
26.33,5.87,1.6,81.05,252.46
26.65,0.0,1.2,80.42,252.3
26.72,0.0,0.92,80.65,260.52
26.66,11.73,0.53,81.65,198.91
25.34,11.73,0.16,88.57,84.88
26.18,0.0,1.99,83.86,210.05
26.67,0.0,1.28,81.93,231.92
26.28,3.82,0.8,83.04,235.24
26.59,3.82,0.72,81.37,263.07
26.45,7.65,0.98,82.55,230.59
26.17,12.38,0.28,84.05,239.67
26.31,10.84,0.47,84.57,243.44
26.38,0.0,0.89,83.55,235.71
26.43,10.84,0.94,84.29,214.72
26.63,32.51,0.65,83.79,210.13
26.48,12.67,0.65,82.7,257.91
26.54,0.0,0.56,83.77,238.07
26.8,25.34,1.07,82.55,231.32
26.92,0.0,0.11,81.26,155.39
27.25,0.0,1.05,77.39,287.72
27.23,9.34,1.31,81.66,265.43
27.14,0.0,0.52,78.78,236.07
27.19,0.0,0.53,75.63,153.82
27.36,18.68,0.72,77.2,157.77
26.92,9.34,0.75,77.99,134.11
27.15,0.0,0.63,73.81,152.92
27.33,0.0,1.48,76.16,189.14
27.74,0.0,1.02,76.49,233.5
27.95,11.21,0.43,75.76,255.02
28.06,0.0,0.29,76.14,235.02
27.67,0.0,0.63,76.15,205.25
28.44,5.76,0.48,69.76,257.47
27.85,11.51,0.78,72.0,254.49
27.51,0.0,1.19,71.99,206.58
27.42,0.0,0.55,72.33,217.4
27.22,0.0,0.55,73.76,206.43
26.81,6.85,0.51,75.53,214.54
27.29,0.0,1.66,76.85,224.84
27.59,0.0,1.64,76.19,230.15
27.56,13.69,0.84,78.13,265.27
27.23,12.23,1.04,78.99,251.76
27.44,0.0,0.96,76.61,241.96
27.18,0.0,0.94,77.43,227.15
27.09,0.0,0.76,80.58,230.8
27.18,0.0,1.33,79.25,243.47
27.54,0.0,1.24,76.5,231.52
27.29,12.62,0.88,80.16,236.52
27.11,12.62,0.89,81.41,230.32
27.22,0.0,1.08,80.05,216.84
27.48,12.62,1.23,77.04,238.36
27.12,12.62,1.72,79.12,227.84
26.32,17.64,1.29,81.97,172.33
26.74,0.0,1.29,80.55,201.0
27.6,0.0,1.51,76.5,241.42
27.9,0.0,1.46,74.57,245.16
27.65,0.0,1.19,75.54,229.34
27.83,0.0,1.62,74.81,235.93
27.39,18.43,0.97,78.35,238.5
27.1,0.0,0.86,81.16,218.04
27.3,0.0,0.88,78.53,197.2
27.64,0.0,0.82,78.59,233.53
27.51,0.0,1.59,80.15,234.86
27.72,0.0,1.02,79.46,231.84
27.68,19.31,2.63,75.11,173.67
28.12,6.44,1.91,69.8,242.11
28.07,0.0,0.47,73.67,230.64
28.32,0.0,0.81,70.35,262.52
28.6,0.0,0.87,70.92,250.27
28.7,0.0,1.23,68.13,265.44
28.46,0.0,1.63,75.04,271.33
27.8,0.0,1.4,78.95,238.29
27.67,0.0,0.72,79.23,234.77
27.36,11.17,1.05,79.7,233.18
27.58,11.17,1.08,76.9,226.12
27.45,11.17,2.89,74.98,204.13
27.71,0.0,3.06,74.13,194.62
27.7,5.77,1.78,75.76,219.29
27.95,5.77,0.61,76.78,231.49
